image_name,vehicle_class,start_date,expiry_date,confidence,rotation_angle
373702.jpg,CE,,,0.9967999458312988,270
373702.jpg,D1,,,0.9979378581047058,270
373702.jpg,D,,,0.997338593006134,270
373702.jpg,DE,,,0.998404860496521,270
373702.jpg,G1,01.01.2020,01.01.2028,0.997519850730896,270
373702.jpg,G,,,0.9965734481811523,270
373702.jpg,J,,,0.9870890974998474,270
373465.jpg,A1,18.02.2021,18.02.2029,0.9978245496749878,0
373465.jpg,A,18.02.2021,18.02.2029,0.9992684721946716,0
373465.jpg,B1,18.02.2021,18.02.2029,0.8761130571365356,0
373465.jpg,B,06.07.2021,06.07.2029,0.9949771761894226,0
373465.jpg,C1,,,0.995765745639801,0
373465.jpg,C,,,0.8053010106086731,0
373465.jpg,CE,,,0.9968345165252686,0
373465.jpg,D1,,,0.9949371814727783,0
373465.jpg,D,,,0.9968275427818298,0
373465.jpg,DE,,,0.9969580173492432,0
373465.jpg,G1,06.07.2021,06.07.2029,0.9975883960723877,0
373465.jpg,G,,,0.9964062571525574,0
373465.jpg,J,,,0.9448509812355042,0
372199.jpg,A1,,,0.9987833499908447,270
372199.jpg,A,,,0.9995325803756714,270
372199.jpg,B1,06.07.2000,16.08.2026,0.9857687950134277,270
372199.jpg,B,,,0.0,270
372199.jpg,C1,,,0.9862297177314758,270
372199.jpg,C,,,0.8640561699867249,270
372199.jpg,CE,,,0.9962514042854309,270
372199.jpg,D1,,,0.9969745874404907,270
372199.jpg,D,,,0.0,270
372199.jpg,DE,,,0.9987653493881226,270
372199.jpg,G1,06.07.2000,16.08.2026,0.9984870553016663,270
372199.jpg,G,,,0.9949116110801697,270
372199.jpg,J,,,0.9816007614135742,270
371700.jpg,A1,06.09.2010,12.05.2028,0.9977858066558838,90
371700.jpg,A,06.09.2010,12.05.2028,0.9994493126869202,90
371700.jpg,B1,14.07.2010,12.05.2028,0.9959064722061157,90
371700.jpg,B,,,0.0,90
371700.jpg,C1,,,0.9902129173278809,90
371700.jpg,C,,,0.8288776278495789,90
371700.jpg,CE,,,0.997356653213501,90
371700.jpg,D1,,,0.9949660301208496,90
371700.jpg,D,,,0.9969832301139832,90
371700.jpg,DE,,,0.9986405372619629,90
371700.jpg,G1,06.09.2010,12.05.2028,0.9973676204681396,90
371700.jpg,G,,,0.9963245987892151,90
371700.jpg,J,,,0.9824800491333008,90
371548.jpg,A1,10.03.2017,10.03.2025,0.9990631341934204,0
371548.jpg,A,10.03.2017,10.03.2025,0.9992528557777405,0
371548.jpg,B1,17.10.2023,17.10.2031,0.9960085153579712,0
371548.jpg,B,17.10.2023,17.10.2031,0.9875876307487488,0
371548.jpg,C1,,,0.9957998394966125,0
371548.jpg,C,,,0.8220918774604797,0
371548.jpg,CE,,,0.9970932006835938,0
371548.jpg,D1,,,0.9973725080490112,0
371548.jpg,D,,,0.9965057373046875,0
371548.jpg,DE,,,0.9978611469268799,0
371548.jpg,G1,10.03.2017,10.03.2025,0.9982935190200806,0
371548.jpg,G,,,0.996556282043457,0
371548.jpg,J,,,0.9886882901191711,0
371021.jpg,A1,,,0.0,180
371021.jpg,A,,,0.0,180
371021.jpg,B1,,,0.0,180
371021.jpg,B,,,0.0,180
371021.jpg,C1,,,0.0,180
371021.jpg,C,,,0.0,180
371021.jpg,CE,,,0.0,180
371021.jpg,D1,,,0.0,180
371021.jpg,D,,,0.0,180
371021.jpg,DE,,,0.0,180
371021.jpg,G1,,,0.0,180
371021.jpg,G,,,0.0,180
371021.jpg,J,,,0.0,180
370443.jpg,A1,14.05.1985,26.05.2030,0.9952876567840576,180
370443.jpg,A,14.05.1985,26.05.2030,0.9989086389541626,180
370443.jpg,B1,14.11.1994,26.05.2030,0.9679343700408936,180
370443.jpg,B,14.11.1994,26.05.2030,0.9832271337509155,180
370443.jpg,C1,14.11.1994,26.05.2026,0.9933128356933594,180
370443.jpg,C,14.11.1994,26.05.2026,0.795114278793335,180
370443.jpg,CE,14.11.1994,26.05.2026,0.9970055818557739,180
370443.jpg,D1,14.11.1994,26.05.2026,0.9936359524726868,180
370443.jpg,D,,,0.0,180
370443.jpg,DE,,,0.9987099170684814,180
370443.jpg,G1,14.05.1985,26.05.2030,0.99470055103302,180
370443.jpg,G,14.11.1994,26.05.2030,0.9960907101631165,180
370443.jpg,J,14.11.1994,26.05.2026,0.9643321633338928,180
370107.jpg,A1,24.02.2022,24.02.2030,0.9674043655395508,0
370107.jpg,A,,,0.998581051826477,0
370107.jpg,B1,24.02.2022,24.02.2030,0.9660384654998779,0
370107.jpg,B,,,0.981080949306488,0
370107.jpg,C1,,,0.9912285208702087,0
370107.jpg,C,,,0.7724754810333252,0
370107.jpg,CE,,,0.996292233467102,0
370107.jpg,D1,,,0.9973770380020142,0
370107.jpg,D,,,0.9947709441184998,0
370107.jpg,DE,24.02.2022,24.02.2030,0.9976080656051636,0
370107.jpg,G1,,,0.9962228536605835,0
370107.jpg,G,,,0.9932679533958435,0
370107.jpg,J,,,0.9929744005203247,0
368848.jpg,A1,08.03.2021,08.03.2029,0.9979737997055054,270
368848.jpg,A,08.03.2021,08.03.2029,0.9633387327194214,270
368848.jpg,B1,,,0.9938125610351562,270
368848.jpg,B,08.03.2021,08.03.2029,0.992367684841156,270
368848.jpg,C1,,,0.9927015900611877,270
368848.jpg,C,,,0.9065026640892029,270
368848.jpg,CE,,,0.9938316345214844,270
368848.jpg,D1,,,0.9976991415023804,270
368848.jpg,D,,,0.9971222281455994,270
368848.jpg,DE,,,0.9980278611183167,270
368848.jpg,G1,08.03.2021,08.03.2029,0.9977383613586426,270
368848.jpg,G,,,0.9963319897651672,270
368848.jpg,J,,,0.9718852639198303,270
366842.jpg,A1,27.04.2021,27.04.2029,0.9598283171653748,0
366842.jpg,A,,,0.0,0
366842.jpg,B1,,,0.0,0
366842.jpg,B,,,0.0,0
366842.jpg,C1,,,0.0,0
366842.jpg,C,,,0.0,0
366842.jpg,CE,,,0.0,0
366842.jpg,D1,,,0.0,0
366842.jpg,D,,,0.0,0
366842.jpg,DE,,,0.0,0
366842.jpg,G1,,,0.0,0
366842.jpg,G,,,0.0,0
366842.jpg,J,,,0.0,0
359427.jpg,A1,,,0.0,0
359427.jpg,A,20.06.2022,20.06.2030,0.8778004050254822,0
359427.jpg,B1,,,0.0,0
359427.jpg,B,,,0.0,0
359427.jpg,C1,,,0.0,0
359427.jpg,C,,,0.0,0
359427.jpg,CE,,,0.0,0
359427.jpg,D1,,,0.0,0
359427.jpg,D,,,0.0,0
359427.jpg,DE,,,0.0,0
359427.jpg,G1,,,0.0,0
359427.jpg,G,,,0.0,0
359427.jpg,J,,,0.0,0
358119.jpg,A1,04.09.2020,04.09.2028,0.9987167119979858,270
358119.jpg,A,,,0.0,270
358119.jpg,B1,04.09.2020,04.09.2028,0.9938849210739136,270
358119.jpg,B,04.09.2020,04.09.2028,0.992790937423706,270
358119.jpg,C1,,,0.9939169883728027,270
358119.jpg,C,,,0.8970314860343933,270
358119.jpg,CE,,,0.9971388578414917,270
358119.jpg,D1,,,0.9967632293701172,270
358119.jpg,D,,,0.9971011281013489,270
358119.jpg,DE,,,0.9990187883377075,270
358119.jpg,G1,04.09.2020,04.09.2028,0.9969426393508911,270
358119.jpg,G,,,0.9960766434669495,270
358119.jpg,J,,,0.0,270
357504.jpg,A1,14.03.2017,14.03.2025,0.9876048564910889,0
357504.jpg,A,14.03.2017,14.03.2025,0.999167799949646,0
357504.jpg,B1,,,0.9775412082672119,0
357504.jpg,B,14.03.2017,14.03.2025,0.9870973825454712,0
357504.jpg,C1,,,0.983603298664093,0
357504.jpg,C,,,0.8391823172569275,0
357504.jpg,CE,,,0.9967783689498901,0
357504.jpg,D1,,,0.9977576732635498,0
357504.jpg,D,,,0.9954647421836853,0
357504.jpg,DE,,,0.9988425970077515,0
357504.jpg,G1,14.03.2017,14.03.2025,0.9972816705703735,0
357504.jpg,G,,,0.9955925345420837,0
357504.jpg,J,,,0.9880736470222473,0
357029.jpg,A1,30.01.2015,11.04.2031,0.997412919998169,90
357029.jpg,A,30.01.2015,11.04.2031,0.9994057416915894,90
357029.jpg,B1,,,0.0,90
357029.jpg,B,,,0.0,90
357029.jpg,C1,,,0.0,90
357029.jpg,C,,,0.7680050134658813,90
357029.jpg,CE,,,0.9958980083465576,90
357029.jpg,D1,,,0.9974647760391235,90
357029.jpg,D,,,0.9968311190605164,90
357029.jpg,DE,,,0.9983221292495728,90
357029.jpg,G1,30.01.2015,11.04.2031,0.9114587306976318,90
357029.jpg,G,,,0.9896959066390991,90
357029.jpg,J,,,0.9879196882247925,90
351119.jpg,A1,07.04.2011,,0.9731627106666565,0
351119.jpg,A,07.04.2011,,0.9940584897994995,0
351119.jpg,B1,,,0.7319941520690918,0
351119.jpg,B,07.04.2011,,0.8751515746116638,0
351119.jpg,C1,07.04.2011,15.03.2021,0.9937595129013062,0
351119.jpg,C,,,0.0,0
351119.jpg,CE,,,0.9960601329803467,0
351119.jpg,D1,07.04.2011,15.03.2021,0.9955111742019653,0
351119.jpg,D,07.04.2011,15.03.2021,0.9927288889884949,0
351119.jpg,DE,,,0.9988325238227844,0
351119.jpg,G1,30.10.2006,,0.9971332550048828,0
351119.jpg,G,07.04.2011,15.03.2025,0.9898936152458191,0
351119.jpg,J,07.04.2011,15.03.2021,0.9726489782333374,0
350402.jpg,A1,06.09.2016,06.09.2024,0.9872713685035706,270
350402.jpg,A,06.09.2016,06.09.2024,0.9980782270431519,270
350402.jpg,B1,06.09.2016,06.09.2024,0.8251975178718567,270
350402.jpg,B,,,0.8798088431358337,270
350402.jpg,C1,,,0.8357006311416626,270
350402.jpg,C,,,0.7980157136917114,270
350402.jpg,CE,,,0.9949429035186768,270
350402.jpg,D1,,,0.9880476593971252,270
350402.jpg,D,,,0.9904299378395081,270
350402.jpg,DE,,,0.998125433921814,270
350402.jpg,G1,06.09.2016,05.09.2024,0.9693772792816162,270
350402.jpg,G,,,0.9878551363945007,270
350402.jpg,J,,,0.9800557494163513,270
346307.jpg,A1,12.08.2020,12.08.2028,0.6945779919624329,0
346307.jpg,A,,,0.0,0
346307.jpg,B1,,,0.0,0
346307.jpg,B,,,0.0,0
346307.jpg,C1,,,0.0,0
346307.jpg,C,,,0.0,0
346307.jpg,CE,,,0.0,0
346307.jpg,D1,,,0.0,0
346307.jpg,D,,,0.0,0
346307.jpg,DE,,,0.0,0
346307.jpg,G1,12.08.2020,12.08.2028,0.885961651802063,0
346307.jpg,G,,,0.0,0
346307.jpg,J,,,0.0,0
345094.jpg,A1,25.06.2012,08.09.2028,0.99805748462677,0
345094.jpg,A,25.06.2012,08.09.2028,0.9985254406929016,0
345094.jpg,B1,25.06.2012,08.09.2028,0.9887855052947998,0
345094.jpg,B,18.05.2006,08.09.2028,0.9773170351982117,0
345094.jpg,C1,25.06.2012,08.09.2024,0.9514330625534058,0
345094.jpg,C,25.06.2012,08.09.2024,0.8312967419624329,0
345094.jpg,CE,,,0.9945058226585388,0
345094.jpg,D1,25.06.2012,08.09.2024,0.9956997632980347,0
345094.jpg,D,25.06.2012,08.09.2024,0.9946723580360413,0
345094.jpg,DE,,,0.9976398944854736,0
345094.jpg,G1,18.05.2006,08.09.2028,0.9969321489334106,0
345094.jpg,G,25.06.2012,08.09.2028,0.9960615038871765,0
345094.jpg,J,25.06.2012,08.09.2024,0.981715977191925,0
343838.jpg,A1,31.05.2012,01.02.2029,0.9982125163078308,90
343838.jpg,A,31.05.2012,01.02.2029,0.9989026784896851,90
343838.jpg,B1,31.05.2012,01.02.2029,0.9967357516288757,90
343838.jpg,B,12.01.2021,01.02.2029,0.992751955986023,90
343838.jpg,C1,,,0.9963023662567139,90
343838.jpg,C,,,0.8107404112815857,90
343838.jpg,CE,,,0.9961401224136353,90
343838.jpg,D1,,,0.9979673624038696,90
343838.jpg,D,,,0.997606635093689,90
343838.jpg,DE,,,0.9984570741653442,90
343838.jpg,G1,31.05.2012,01.02.2029,0.9987531900405884,90
343838.jpg,G,,,0.9972992539405823,90
343838.jpg,J,,,0.9568206071853638,90
343681.jpg,A1,31.07.2020,31.07.2028,0.9955556392669678,270
343681.jpg,A,31.07.2020,31.07.2028,0.9988616704940796,270
343681.jpg,B1,31.07.2020,31.07.2028,0.9891173243522644,270
343681.jpg,B,19.08.2020,19.08.2028,0.9819329380989075,270
343681.jpg,C1,,,0.9973381161689758,270
343681.jpg,C,,,0.7734683752059937,270
343681.jpg,CE,,,0.9945217967033386,270
343681.jpg,D1,,,0.9971233606338501,270
